#separator:Tab
#html:false
#notetype:Basic
#deck:Dev
#tags column:3
"Prisma - why prefer updateMany over update to revoke one row in a many-to-many join by a far-side name?"	"update needs the composite key (userId_roleId) and THROWS P2025 if the row doesn't exist.
updateMany filters via the relation (role: { name: MANAGER }), needs no separate role lookup,
returns { count } instead of throwing, and lets you guard with revokedAt: null.
count tells you whether anything changed."	"donbass-post prisma"
"Prisma - make a join-table insert idempotent using its composite unique key."	"await prisma.rolePermission.upsert({
  where: { roleId_permissionId: { roleId: r.id, permissionId: p.id } },
  update: {}, // nothing to change - link exists or doesn't
  create: { roleId: r.id, permissionId: p.id },
});"	"donbass-post prisma"
"Prisma - gated bootstrap: seed managers from env ONLY when zero active manager assignments exist."	"const activeManagerCount = await prisma.userRole.count({
  where: {
    revokedAt: null,
    role: { name: Roles.MANAGER },
    user: { isActive: true },
  },
});
if (activeManagerCount > 0) { /* skip - runtime owns the list */ }
else { /* seed from MANAGER_CHAT_IDS */ }"	"donbass-post prisma rbac"
"Prisma - a chatId lookup returns null for a row you KNOW exists. First thing to check?"	"Whether the column is BigInt and you passed a raw number. Wrap it: where: { chatId: BigInt(chatId) }.
A number-vs-BigInt mismatch matches nothing silently - the classic 'can't find an existing row' cause."	"donbass-post prisma"
"Prisma - top-level where vs a where nested inside select?"	"Top-level where decides WHETHER THE PARENT ROW returns.
A nested where (inside select/include) filters WHICH CHILDREN come back - it does NOT gate the parent.
some/none/every in a top-level where gate the PARENT by its children."	"donbass-post prisma"
"TypeScript - the two ways to make 'forgot a case' a compile error (control flow + data)."	"function assertNever(x: never): never { throw new Error(`Unhandled: ${JSON.stringify(x)}`); }
switch (r) { case ""a"": return; default: return assertNever(r); }

const ICONS: Record<Union, string> = { /* one entry per member or it won't compile */ };"	"donbass-post typescript"
"TypeScript - narrow away undefined for the rest of a function without a cast or if/else."	"if (rootChatId === undefined) {
  console.warn(""not set - skipping"");
  return; // or throw
}
// rootChatId is now `number`, not `number | undefined` - control-flow narrowing"	"donbass-post typescript"
"TypeScript - .includes(""*"") on a tuple-union errors with 'not assignable to never'. Why, and fix?"	"as const makes each permissions a readonly tuple of literals; the union's .includes arg type is
the INTERSECTION of all tuples = never. Fix: flatten first, then filter element-by-element -
.flatMap(r => r.permissions).filter(p => p !== ""*"") - so you operate on individual strings."	"donbass-post typescript"
"grammY - safely parse a chatId argument from a command's text and reject non-numeric input."	"const parts = ctx.message?.text?.trim().split(/\s+/).slice(1) ?? [];
const chatId = parseInt(parts[0] ?? """", 10);
if (isNaN(chatId)) { /* reply ""invalid chat id"", return */ }"	"donbass-post grammy"
"Git - undo a PUSHED commit vs a LOCAL one. Which tool for each?"	"Pushed: git revert <commit> - NEW inverse commit, preserves history, safe to share.
Local-only: git reset --soft/--mixed/--hard HEAD~1 - moves the pointer, rewrites history.
Rule: pushed -> revert, local -> reset."	"donbass-post git undo"
"Git reset - what do --soft, --mixed, --hard each keep or discard?"	"--soft HEAD~1: undo commit, changes stay STAGED.
--mixed (default): undo commit, changes kept but UNSTAGED.
--hard: undo commit AND discard the changes (destructive).
Only --hard loses work."	"donbass-post git undo"
"Git - discard uncommitted edits to a file, and unstage a file keeping its edits."	"Discard working-tree edits: git restore <file>.
Unstage but keep edits: git restore --staged <file>.
(restore replaced the old confusing ""checkout -- <file>"" / ""reset HEAD <file>"".)"	"donbass-post git undo"
"Fugitive - from the :Git status buffer, which mapping rewords the last commit?"	"cw - maps to :Git commit --amend and opens the message editor.
(ce amends WITHOUT editing the message, reusing it.) Only on UNPUSHED commits."	"donbass-post git fugitive"
"Git - mark a tracked file executable without changing its content."	"git update-index --chmod=+x path/to/script.sh"	"donbass-post git"
"Prisma - how do you undo a schema change in production, and why is dropping a table special?"	"Migrations are forward-only (no auto 'down') - write a NEW migration that reverses it (like git revert).
NEVER prisma migrate reset in prod (drops the whole DB).
Dropping a table is irreversible for the DATA - rows are gone even if you re-add the table.
So before a drop, the undo is a BACKUP (pg_dump), not a migration."	"donbass-post db-migrations prisma"
"When does dropping a table CASCADE into data in a table you meant to keep?"	"When a table you KEEP has an onDelete: Cascade FK pointing AT the table you're dropping -
deleting the parent cascades into the kept child. FKs pointing OUTWARD from the dropped table
are harmless (they vanish with it). Safe design: log/snapshot tables store a plain denormalized
value (e.g. managerChatId BigInt, NO @relation) so dropping the entity can't touch the log."	"donbass-post db-migrations prisma"
"yarn db:migrate --name foo fails with 'unknown option --name'. Why, and the fix?"	"The script is ""prisma migrate dev && prisma generate"" - yarn appends --name to the TAIL command
(prisma generate), which doesn't know it. migrate already succeeded; only the chained generate errors.
Fix: split the scripts so --name reaches migrate alone -
  ""db:migrate"": ""prisma migrate dev"",  ""db:generate"": ""prisma generate"""	"donbass-post prisma tooling"
"Ops - container is Up, process alive, env injected, but logs stop after one line, no crash/stacktrace. What class of failure?"	"A HANG on an await to an unreachable external host - not a crash.
A crash leaves a stack trace; silence after startup = a promise that never resolves
(e.g. bot.init() calling a blocked API). Confirm reachability from inside the container before touching code."	"donbass-post devops debugging"
"Resilience - an external call can hang forever with no log. How to make the failure diagnosable?"	"Race it against a timeout (withTimeout / Promise.race) so it rejects with a LOGGED error
and exits non-zero (container restarts) instead of becoming a silent zombie.
Mitigates the symptom; does NOT fix the underlying reachability."	"donbass-post devops resilience"
"RBAC - the 'cannot remove yourself' rule: what's the environment-agnostic invariant that beats gating on NODE_ENV?"	"A count check: ""would this leave zero active admins?"" - environment-agnostic, runs everywhere,
and expresses the REAL rule (don't lock everyone out).
Gating ""is this self?"" on NODE_ENV === ""production"" means the rule never runs in dev,
so it can break unseen. The self-check is a proxy; the count is the actual invariant."	"donbass-post rbac lockout"
"RBAC - implement 'would this leave zero active admins?' as a count guard (shape)."	"Before revoking: count active assignments of the critical role
(prisma.userRole.count where revokedAt: null, role.name = ADMIN/MANAGER, user.isActive: true).
If removing this one would drop the count to 0, refuse. Same gate shape as the seed bootstrap."	"donbass-post rbac lockout"
